,datetime_utc,o3_dpw,o3_pema,o3_pha,mean_o3,std_o3,rsd_o3
1989,2025-03-09 21:00:00+00:00,50.60335,49.79158333333333,49.729866666666666,50.041599999999995,0.48746746928498924,0.009741244670134234
2004,2025-03-10 12:00:00+00:00,40.0648,40.30785,41.1079,40.493516666666665,0.5457732916086442,0.013478041339341423
2038,2025-03-11 22:00:00+00:00,51.977583333333335,51.84765,52.04905,51.95809444444444,0.10210461592206574,0.0019651339606235915
2039,2025-03-11 23:00:00+00:00,49.84531666666667,50.2659,48.93236666666667,49.68119444444445,0.6817476554034856,0.01372244896740242
2061,2025-03-12 21:00:00+00:00,54.375350000000005,53.031283333333334,53.02676666666667,53.4778,0.777304381786471,0.01453508524633532
2078,2025-03-13 14:00:00+00:00,47.984516666666664,48.3316,47.38163333333333,47.899249999999995,0.48068905778868976,0.010035419297560813
2079,2025-03-13 15:00:00+00:00,50.54091666666667,49.5699,49.88705,49.999288888888884,0.495142926709422,0.009902999376846244
2080,2025-03-13 16:00:00+00:00,50.3884,50.43456666666667,50.73813333333333,50.52036666666667,0.18999889765761963,0.003760837661991493
2082,2025-03-13 18:00:00+00:00,49.89788333333333,49.58255,50.736916666666666,50.07245,0.5966537866393808,0.01191580972449682
2084,2025-03-13 20:00:00+00:00,50.027566666666665,49.43683333333333,50.66838333333333,50.044261111111105,0.6159447044836741,0.012307998775646197
2158,2025-03-16 22:00:00+00:00,41.47646666666667,42.08043333333333,42.377066666666664,41.97798888888889,0.45895668439205334,0.010933269947897246
2161,2025-03-17 01:00:00+00:00,43.72678333333333,43.33953333333333,43.96568333333333,43.67733333333333,0.31599039937947615,0.007234654116081786
2162,2025-03-17 02:00:00+00:00,43.118183333333334,43.842650000000006,44.1848,43.71521111111111,0.544608374158629,0.012458097772292483
2163,2025-03-17 03:00:00+00:00,44.158833333333334,43.81336666666667,43.61996666666666,43.86405555555555,0.272985977119164,0.006223455028535073
2166,2025-03-17 06:00:00+00:00,45.113216666666666,44.5455,43.93541666666667,44.53137777777778,0.5890269839917089,0.013227234668801276
2168,2025-03-17 08:00:00+00:00,45.52501666666667,45.01851666666666,44.78168333333333,45.10840555555556,0.3797316425719263,0.00841820139495395
2198,2025-03-18 14:00:00+00:00,40.01745,41.06315,40.54591666666667,40.54217222222223,0.5228600559883592,0.012896695646262533
2199,2025-03-18 15:00:00+00:00,42.45071666666667,42.91355,42.56773333333333,42.644000000000005,0.2406576966241552,0.005643412827693349
2201,2025-03-18 17:00:00+00:00,44.061400000000006,44.20595,45.07756666666667,44.44830555555556,0.5497279646266794,0.012367804751062538
2202,2025-03-18 18:00:00+00:00,46.7721,46.17783333333333,46.23695,46.395627777777776,0.3273716475936012,0.0070560883271505856
2203,2025-03-18 19:00:00+00:00,47.386716666666665,47.206,46.69388333333333,47.09553333333333,0.35938373680201235,0.007630951628859617
2274,2025-03-21 18:00:00+00:00,45.082316666666664,44.897000000000006,43.876549999999995,44.61862222222222,0.6492988171724061,0.014552193340677025
2301,2025-03-22 21:00:00+00:00,55.68215,55.807066666666664,56.7894,56.09287222222222,0.6064356951192896,0.010811279064419864
2302,2025-03-22 22:00:00+00:00,54.349183333333336,53.54721666666667,53.79653333333333,53.89764444444444,0.4104329740697059,0.007615044744539142
2304,2025-03-23 00:00:00+00:00,46.24805,46.812083333333334,46.43776666666667,46.499300000000005,0.28700725358623136,0.00617229191807686
2321,2025-03-23 17:00:00+00:00,49.30201666666667,48.3109,48.08508333333334,48.566,0.6473319797016394,0.013328912813524675
2322,2025-03-23 18:00:00+00:00,50.24888333333333,49.22561666666666,49.334783333333334,49.603094444444444,0.5619268698300859,0.011328464002572359
2323,2025-03-23 19:00:00+00:00,51.60346666666667,50.47575,50.98905,51.022755555555555,0.5646133796022981,0.011065913109838317
2324,2025-03-23 20:00:00+00:00,51.991016666666674,51.1329,51.1765,51.43347222222223,0.4833395241940732,0.009397373020156368
2325,2025-03-23 21:00:00+00:00,50.9923,49.85475,49.678700000000006,50.175250000000005,0.7130402706018757,0.014210995871507877
2367,2025-03-25 15:00:00+00:00,48.32905,47.37275,48.723733333333335,48.141844444444445,0.6946750547984706,0.014429755710754366
2373,2025-03-25 21:00:00+00:00,53.0151,53.15273333333334,53.79266666666667,53.320166666666665,0.41494327457028696,0.007782107606008114
2374,2025-03-25 22:00:00+00:00,53.48758333333333,52.14378333333333,52.921866666666666,52.85107777777778,0.6746909737743597,0.012765888646797778
2375,2025-03-25 23:00:00+00:00,50.3797,50.97128333333333,50.8189,50.72329444444444,0.3071612390248141,0.006055624785200767
2385,2025-03-26 09:00:00+00:00,27.307716666666668,26.933666666666667,27.598383333333334,27.279922222222222,0.3332288404274047,0.01221516827331555
2395,2025-03-26 19:00:00+00:00,49.2496,49.735,49.53276666666667,49.505788888888894,0.24382194398857954,0.004925119858928318
2396,2025-03-26 20:00:00+00:00,50.9193,51.113566666666664,52.167766666666665,51.400211111111105,0.6717819829324039,0.01306963470403307
2397,2025-03-26 21:00:00+00:00,51.508783333333334,50.718583333333335,50.16758333333333,50.798316666666665,0.6741456914742789,0.013271024232908222
2414,2025-03-27 14:00:00+00:00,43.33586666666667,43.26198333333333,42.821616666666664,43.13982222222222,0.27803914908862576,0.006445069422316766
2415,2025-03-27 15:00:00+00:00,44.68438333333334,44.322433333333336,44.09513333333334,44.367316666666675,0.2971780204411714,0.006698129225931807
2416,2025-03-27 16:00:00+00:00,45.64535,44.897483333333334,45.37263333333333,45.30515555555556,0.3784720275636605,0.008353840151802553
2417,2025-03-27 17:00:00+00:00,45.37063333333333,45.95065,45.59661666666667,45.6393,0.2923546367190244,0.00640576513485142
2418,2025-03-27 18:00:00+00:00,46.3397,46.6354,47.08796666666667,46.687688888888886,0.37686383089524117,0.008072017267595575
2419,2025-03-27 19:00:00+00:00,46.29881666666667,46.661633333333334,45.55801666666666,46.172822222222216,0.5624930104092529,0.012182339812413163
2420,2025-03-27 20:00:00+00:00,47.493583333333326,47.10321666666667,47.751549999999995,47.44944999999999,0.3264120725572334,0.006879153974539926
2421,2025-03-27 21:00:00+00:00,48.07735,47.513850000000005,47.196283333333334,47.59582777777778,0.446217306718168,0.009375134913117414
2435,2025-03-28 11:00:00+00:00,39.8167,39.19363333333333,40.001666666666665,39.67066666666667,0.423348281888303,0.010671569637220692
2436,2025-03-28 12:00:00+00:00,42.235866666666666,42.51798333333333,42.29728333333333,42.35037777777777,0.14836346728870287,0.0035032383434027508
2437,2025-03-28 13:00:00+00:00,47.84643333333334,47.68643333333333,48.0875,47.87345555555556,0.20189420038264527,0.004217247283274835
2447,2025-03-28 23:00:00+00:00,51.21661666666667,50.3143,50.8766,50.80250555555556,0.45569872916133763,0.00897000500620986
2450,2025-03-29 02:00:00+00:00,47.91703333333333,48.39485,47.817249999999994,48.04304444444444,0.30873052990041944,0.006426123353973254
2452,2025-03-29 04:00:00+00:00,47.34865,47.117650000000005,46.31576666666667,46.92735555555556,0.5420986780644819,0.01155186930196208
2510,2025-03-31 14:00:00+00:00,35.356,34.96188333333334,35.632333333333335,35.31673888888889,0.33694491650603303,0.009540657691133547
2511,2025-03-31 15:00:00+00:00,35.019933333333334,34.84258333333333,35.52921666666667,35.13057777777778,0.3564379026225019,0.010146087117530145
2512,2025-03-31 16:00:00+00:00,35.9819,35.243066666666664,36.18123333333333,35.80206666666666,0.49426126132284104,0.013805383525052775
2513,2025-03-31 17:00:00+00:00,35.62068333333333,35.215900000000005,35.36193333333333,35.39950555555556,0.20499058673057893,0.00579077542224055
2514,2025-03-31 18:00:00+00:00,35.438599999999994,35.41011666666667,35.69915,35.51595555555556,0.15928897772892797,0.004484997664775243
2515,2025-03-31 19:00:00+00:00,36.82025,35.9706,36.55348333333333,36.44811111111111,0.43451554579443846,0.011921483241472493
2519,2025-03-31 23:00:00+00:00,33.666983333333334,33.673766666666666,33.24138333333333,33.52737777777778,0.24770167559504536,0.007388042012615256
2520,2025-04-01 00:00:00+00:00,34.03208333333333,33.7668,33.45973333333333,33.75287222222222,0.28642908000126394,0.008486065366984819
2536,2025-04-01 16:00:00+00:00,44.69228333333333,45.33990000000001,44.765033333333335,44.932405555555555,0.3547702528606627,0.007895643433156853
2537,2025-04-01 17:00:00+00:00,45.70186666666667,45.879083333333334,46.39478333333333,45.99191111111111,0.35997355085452165,0.007826888297484909
2538,2025-04-01 18:00:00+00:00,47.36903333333333,47.50115,48.3203,47.73016111111111,0.5153267260069484,0.010796668479859488
2539,2025-04-01 19:00:00+00:00,49.17726666666667,48.842483333333334,49.9073,49.30901666666667,0.5444971811476869,0.01104254795484031
2540,2025-04-01 20:00:00+00:00,50.804883333333336,50.978716666666664,51.440733333333334,51.074777777777776,0.3286291350837988,0.006434274398875265
2541,2025-04-01 21:00:00+00:00,51.62483333333333,51.49925,51.11775,51.41394444444444,0.26408550716120616,0.00513645685066169
2542,2025-04-01 22:00:00+00:00,50.71661666666667,51.387116666666664,50.13771666666666,50.74715,0.6252593888406108,0.012321073968500908
2555,2025-04-02 11:00:00+00:00,42.92965,42.00716666666666,42.4285,42.455105555555555,0.46181681082357967,0.010877768522310214
2557,2025-04-02 13:00:00+00:00,45.64216666666667,45.692249999999994,46.6734,46.002605555555554,0.5814645088847594,0.012639816850863966
2559,2025-04-02 15:00:00+00:00,49.7711,48.85045,48.34503333333334,48.98886111111111,0.723038561353194,0.014759244141505513
2560,2025-04-02 16:00:00+00:00,49.55266666666667,50.35961666666666,49.9531,49.95512777777778,0.40347882167101956,0.008076824935087134
2562,2025-04-02 18:00:00+00:00,53.82983333333333,53.78145,54.616616666666665,54.075966666666666,0.4688411816501518,0.008670047167906725
2563,2025-04-02 19:00:00+00:00,53.78653333333333,53.350966666666665,53.89986666666667,53.67912222222222,0.28978554586554744,0.00539847772968205
2564,2025-04-02 20:00:00+00:00,52.302816666666665,52.60648333333334,51.56973333333334,52.15967777777778,0.5329908036347881,0.010218445096719226
2583,2025-04-03 15:00:00+00:00,38.805883333333334,38.418866666666666,38.600766666666665,38.60850555555555,0.1936243602193964,0.005015070058611345
2586,2025-04-03 18:00:00+00:00,35.277233333333335,35.406283333333334,34.46266666666667,35.04872777777778,0.5116289623277702,0.014597647183421087
2587,2025-04-03 19:00:00+00:00,33.46028333333333,33.50465,33.11598333333333,33.360305555555556,0.2127489400243419,0.006377307895757939
2589,2025-04-03 21:00:00+00:00,32.75225,32.98022033898305,33.19676666666667,32.97641233521657,0.22228279826749187,0.0067406604456516
2590,2025-04-03 22:00:00+00:00,30.630550000000003,30.17045,30.34985,30.38361666666667,0.23190114991809405,0.007632440616344029
2603,2025-04-04 11:00:00+00:00,35.80583333333333,35.78853333333333,36.65675,36.08370555555556,0.49634642537393486,0.01375541723700591
2606,2025-04-04 14:00:00+00:00,43.34948333333333,43.69025,44.54013333333333,43.85995555555555,0.6131980408602211,0.013980817652300378
2614,2025-04-04 22:00:00+00:00,50.9776,51.7084,51.39355,51.35985,0.3665636745505453,0.007137164040598741
2618,2025-04-05 02:00:00+00:00,43.373083333333334,43.676399999999994,43.69845,43.58264444444444,0.18181981490638496,0.004171839896914788
2624,2025-04-05 08:00:00+00:00,41.63098333333333,41.937916666666666,42.5079,42.0256,0.4449853764763261,0.010588436012247918
2626,2025-04-05 10:00:00+00:00,42.74011666666667,43.63753333333333,43.314566666666664,43.23073888888889,0.4545431669799292,0.01051435109976238
2704,2025-04-08 16:00:00+00:00,44.595283333333334,43.78,43.668933333333335,44.01473888888889,0.5058239220248409,0.011492148648245906
2726,2025-04-09 14:00:00+00:00,46.197300000000006,45.739533333333334,45.43391666666666,45.79024999999999,0.38421044182988473,0.008390660497155722
2727,2025-04-09 15:00:00+00:00,47.4628,47.32053333333333,46.96001666666667,47.24778333333333,0.25916634029990104,0.005485259244258748
2728,2025-04-09 16:00:00+00:00,48.30296666666666,48.48385,49.09556666666666,48.6274611111111,0.4153574405568365,0.00854162300613983
2729,2025-04-09 17:00:00+00:00,49.40798333333333,49.42686666666667,50.357883333333334,49.730911111111105,0.5430559553564897,0.010919887515094363
2731,2025-04-09 19:00:00+00:00,50.51005,50.96235,51.8766,51.11633333333333,0.6961665575373008,0.013619258505838986
2732,2025-04-09 20:00:00+00:00,51.28901666666666,51.77813333333334,52.790616666666665,51.95258888888889,0.7658503089038677,0.014741330995877672
2733,2025-04-09 21:00:00+00:00,52.87661666666667,51.885,52.45686666666666,52.40616111111111,0.4977491269966514,0.00949791239128025
2737,2025-04-10 01:00:00+00:00,47.1309,47.24143333333333,46.74916666666666,47.0405,0.25828421898710596,0.005490677586061074
2749,2025-04-10 13:00:00+00:00,46.23546666666667,46.202733333333335,46.29691666666667,46.24503888888889,0.04781574686385398,0.0010339648968344251
2750,2025-04-10 14:00:00+00:00,49.010083333333334,48.69043333333333,48.77076666666667,48.82376111111111,0.1662839107715533,0.0034057988771723506
2753,2025-04-10 17:00:00+00:00,56.390233333333335,55.271433333333334,55.35415,55.67193888888889,0.6234345943448497,0.01119836324704107
2754,2025-04-10 18:00:00+00:00,56.42125,55.70498333333333,55.6769,55.934377777777776,0.4218774573042288,0.007542364357395908
2755,2025-04-10 19:00:00+00:00,56.548883333333336,55.10886666666667,55.92581666666667,55.8611888888889,0.7221804222732804,0.012928124815061465
2763,2025-04-11 03:00:00+00:00,53.25716666666666,53.0971,,53.17713333333333,0.11318422544192586,0.002128437889504998
2836,2025-04-14 04:00:00+00:00,33.16765,32.924483333333335,33.32281666666667,33.13831666666667,0.20078021427532264,0.006058853752136554
2841,2025-04-14 09:00:00+00:00,41.78563333333333,42.26776666666667,41.41715,41.82351666666667,0.42657184460664005,0.010199329913034733
2842,2025-04-14 10:00:00+00:00,41.69051666666667,41.24805,40.77296666666667,41.23717777777778,0.45887161007959115,0.011127619172980153
2843,2025-04-14 11:00:00+00:00,43.8378,42.88048333333334,43.4907,43.40299444444445,0.4846472928077944,0.011166217884531902
2844,2025-04-14 12:00:00+00:00,45.033183333333334,44.3663,45.24285,44.88077777777778,0.4577177794756785,0.010198526009108344
2855,2025-04-14 23:00:00+00:00,55.824083333333334,56.54678333333333,57.09523333333333,56.4887,0.6375624172058233,0.01128654787959049
2856,2025-04-15 00:00:00+00:00,54.88416666666667,55.09316666666667,55.25416666666667,55.07716666666667,0.18551819317791848,0.003368332185653192
2857,2025-04-15 01:00:00+00:00,50.38175,51.4519,50.5122,50.78195,0.5838484841977435,0.011497165512504806
2859,2025-04-15 03:00:00+00:00,53.714216666666665,52.76593333333334,53.75573333333333,53.41196111111111,0.5598614343283035,0.01048194866246612
2860,2025-04-15 04:00:00+00:00,52.17491666666667,52.36336666666667,52.46456666666666,52.33428333333333,0.14699884636735325,0.002808844164943883
2895,2025-04-16 15:00:00+00:00,46.21018333333333,45.17491666666667,44.98263333333333,45.45591111111111,0.6602561313471321,0.014525198488117888
2896,2025-04-16 16:00:00+00:00,45.67806666666667,46.08873333333334,45.66296666666666,45.809922222222234,0.24157551461035978,0.005273432105788915
2897,2025-04-16 17:00:00+00:00,47.33868333333333,46.802533333333336,46.97873333333334,47.03998333333334,0.273272533380136,0.005809367138667552
2898,2025-04-16 18:00:00+00:00,48.28006666666667,47.14155,48.2173,47.879638888888884,0.6399736865973766,0.013366301447730659
2899,2025-04-16 19:00:00+00:00,48.61335,47.484766666666665,47.982,48.02670555555556,0.5656182679975882,0.011777161507430516
2900,2025-04-16 20:00:00+00:00,48.72275,47.398066666666665,47.861266666666666,47.994027777777774,0.6722466942056092,0.014006882217059376
2901,2025-04-16 21:00:00+00:00,48.10481666666667,47.52161666666667,46.99805,47.541494444444446,0.5536510256001982,0.01164563781744762
2917,2025-04-17 13:00:00+00:00,46.73985,46.28875,45.902166666666666,46.31025555555556,0.4192555407217952,0.009053189961753508
2918,2025-04-17 14:00:00+00:00,47.95368333333333,47.616933333333336,48.620266666666666,48.063627777777775,0.510622443780717,0.010623884783345533
2925,2025-04-17 21:00:00+00:00,55.96566666666667,55.85746666666667,57.22408333333333,56.349072222222226,0.7597105655615982,0.013482219592996125
2926,2025-04-17 22:00:00+00:00,55.39543333333334,55.332483333333336,55.018800000000006,55.24890555555556,0.2017476162142876,0.0036516128995789827
2949,2025-04-18 21:00:00+00:00,60.498349999999995,59.496383333333334,61.088150000000006,60.360961111111116,0.804727941835235,0.013331927242740712
2950,2025-04-18 22:00:00+00:00,60.583816666666664,59.05103333333333,59.36613333333333,59.66699444444444,0.8094715824971073,0.013566488307883534
2951,2025-04-18 23:00:00+00:00,58.67951666666667,57.91556666666667,58.257783333333336,58.28428888888889,0.38266409418899233,0.0065654759024081025
2952,2025-04-19 00:00:00+00:00,57.53168333333333,58.04255,57.52928333333333,57.70117222222222,0.29564426321234455,0.005123713294311277
2953,2025-04-19 01:00:00+00:00,57.19305,57.22493333333333,56.25841666666667,56.892133333333334,0.5490462156726358,0.009650652621088255
2954,2025-04-19 02:00:00+00:00,54.709983333333334,55.466750000000005,54.57523333333334,54.917322222222225,0.48056482691763,0.008750696637629757
2955,2025-04-19 03:00:00+00:00,54.54313333333334,55.15801666666666,53.79548333333333,54.49887777777778,0.6823438918604449,0.012520329219305033
2958,2025-04-19 06:00:00+00:00,51.5436,51.70981666666667,51.007083333333334,51.42016666666667,0.36726744380325593,0.007142478673476151
2961,2025-04-19 09:00:00+00:00,49.102516666666666,49.38988333333334,49.283183333333334,49.25852777777778,0.1452612219162194,0.0029489558147483197
2982,2025-04-20 06:00:00+00:00,40.17115,39.77953333333333,40.92061666666667,40.29043333333333,0.5798182289399947,0.014390965322785344
2983,2025-04-20 07:00:00+00:00,40.90853333333334,40.20773333333333,41.10745,40.74123888888889,0.4726130483026559,0.011600360253932995
2984,2025-04-20 08:00:00+00:00,45.87708333333333,45.73106666666667,45.46801666666667,45.692055555555555,0.2073048106943877,0.00453699900724169
2997,2025-04-20 21:00:00+00:00,54.49191666666666,53.50353333333333,54.286683333333336,54.09404444444444,0.5215915159749414,0.009642309450731221
2998,2025-04-20 22:00:00+00:00,54.424366666666664,53.825833333333335,53.60581666666667,53.95200555555556,0.4236101956638532,0.00785161165561589
3017,2025-04-21 17:00:00+00:00,52.77426666666667,52.27321666666667,53.55536666666667,52.86761666666666,0.6461523214382202,0.012222081534566755
3018,2025-04-21 18:00:00+00:00,52.034650000000006,50.86701666666667,51.5139,51.47185555555556,0.5849510250946311,0.011364482954442374
3019,2025-04-21 19:00:00+00:00,50.15846666666666,49.95376666666667,50.607949999999995,50.24006111111111,0.33463741336844655,0.006660768437927676
3055,2025-04-23 07:00:00+00:00,54.37416666666666,54.99241666666667,53.62195,54.32951111111111,0.6863237647733001,0.012632614406738841
3056,2025-04-23 08:00:00+00:00,52.9961,54.256616666666666,52.86985,53.37418888888889,0.7668075722568021,0.014366636537617368
3094,2025-04-24 22:00:00+00:00,57.48348333333333,56.269733333333335,57.192816666666666,56.98201111111111,0.6337400905062051,0.01112175716772183
3133,2025-04-26 13:00:00+00:00,39.47765,38.57131666666667,39.0539,39.03428888888889,0.4534848118041387,0.01161760146559819
3134,2025-04-26 14:00:00+00:00,41.04161666666666,40.79823333333333,40.97656666666667,40.938805555555554,0.1260090785236157,0.003077986199490273
3135,2025-04-26 15:00:00+00:00,39.98038333333333,39.74126666666667,39.3232,39.68161666666666,0.33262753235079096,0.00838240879006839
3163,2025-04-27 19:00:00+00:00,40.14028333333333,39.02751666666666,39.40821666666667,39.52533888888889,0.5655533792798109,0.01430862821618452
3215,2025-04-29 23:00:00+00:00,53.75728333333333,54.72736666666666,54.465466666666664,54.31670555555555,0.5018593623088389,0.009239502970141169
3216,2025-04-30 00:00:00+00:00,53.20236666666666,53.89791666666667,52.79375,53.2980111111111,0.5582623950789256,0.01047435698707609
3217,2025-04-30 01:00:00+00:00,54.07918333333334,54.64788333333333,53.6399,54.122322222222216,0.5053744382835078,0.009337634039583115
3218,2025-04-30 02:00:00+00:00,54.1961,54.445816666666666,53.68471666666667,54.108877777777785,0.3879743413384921,0.007170252965361463
3219,2025-04-30 03:00:00+00:00,52.80378333333333,53.25286666666667,52.55113333333334,52.86926111111111,0.3554193611985906,0.006722608822764405
3220,2025-04-30 04:00:00+00:00,51.69985,51.34361666666667,50.90681666666667,51.31676111111111,0.39719816539429026,0.007740125385822311
3221,2025-04-30 05:00:00+00:00,50.26436666666667,49.6313,49.938266666666664,49.94464444444444,0.3165815189617794,0.006338647966829087
3222,2025-04-30 06:00:00+00:00,49.40725,49.842483333333334,48.83193333333334,49.36055555555555,0.5068906232921248,0.010269143399766173
3223,2025-04-30 07:00:00+00:00,48.457649999999994,48.2891,47.51938333333333,48.08871111111111,0.5002028233997047,0.010401668330098592
3224,2025-04-30 08:00:00+00:00,46.37735,46.37453333333334,45.312149999999995,46.021344444444445,0.6141820197839816,0.013345590555821404
3225,2025-04-30 09:00:00+00:00,43.690733333333334,43.695283333333336,42.75466666666667,43.38022777777778,0.5417565905699011,0.012488560303213174
3229,2025-04-30 13:00:00+00:00,40.8365,41.0914,41.1202,41.01603333333333,0.15614583994885317,0.0038069463880105385
3239,2025-04-30 23:00:00+00:00,53.40893333333334,52.91441666666666,53.86483333333333,53.396061111111116,0.475339069137126,0.008902137334587275
3262,2025-05-01 22:00:00+00:00,49.596700000000006,48.78848333333334,49.5442,49.30979444444444,0.4522311559655347,0.009171223710434388
3265,2025-05-02 01:00:00+00:00,44.48151666666667,43.88016666666667,43.600233333333335,43.98730555555556,0.450304490913691,0.010237146495480624
3318,2025-05-04 06:00:00+00:00,37.00606666666667,36.7407,37.376666666666665,37.04114444444445,0.3194311164369378,0.00862368377726642
3319,2025-05-04 07:00:00+00:00,38.406616666666665,38.58175000000001,38.1246,38.370988888888895,0.2306480750776779,0.006011001586265262
3409,2025-05-08 01:00:00+00:00,51.23238333333333,51.32536666666667,51.88198333333333,51.47991111111111,0.35129478928882624,0.006823919888490346
3425,2025-05-08 17:00:00+00:00,49.776066666666665,49.73835,50.75941666666667,50.091277777777776,0.5789324812708058,0.011557550674573534
3429,2025-05-08 21:00:00+00:00,58.17261666666666,58.77676666666667,57.48551666666666,58.14496666666667,0.6460689069286676,0.011111347103051068
3477,2025-05-10 21:00:00+00:00,39.562149999999995,38.46876666666667,39.11293333333333,39.04794999999999,0.5495806616058359,0.014074507409629339
3478,2025-05-10 22:00:00+00:00,40.55406666666667,39.56596666666667,39.540483333333334,39.88683888888889,0.5779766696400038,0.014490410514858032
3502,2025-05-11 22:00:00+00:00,63.24301666666667,62.26765,63.102866666666664,62.87117777777778,0.5273469821066916,0.008387738241052736
3526,2025-05-12 22:00:00+00:00,59.54653333333333,59.432633333333335,60.86466666666667,59.94794444444444,0.795944738682933,0.01327726490139389
3527,2025-05-12 23:00:00+00:00,58.86525,58.50898333333334,58.12356666666666,58.499266666666664,0.3709371266730354,0.006340885071032835
3530,2025-05-13 02:00:00+00:00,56.1757,55.2762,55.927733333333336,55.79321111111111,0.46459362210829175,0.00832706368491791
3535,2025-05-13 07:00:00+00:00,42.970616666666665,43.44695,43.405033333333336,43.2742,0.2637449183291415,0.006094738165677043
3550,2025-05-13 22:00:00+00:00,53.14606666666667,52.90376666666667,53.21705,53.08896111111111,0.16426318848905952,0.0030941119406211266
3574,2025-05-14 22:00:00+00:00,50.87383333333333,51.259800000000006,51.232616666666665,51.122083333333336,0.21542000900050853,0.004213834706146401
3575,2025-05-14 23:00:00+00:00,49.686166666666665,50.018233333333335,49.920316666666665,49.87490555555555,0.17062735576992757,0.003421106343346678
3577,2025-05-15 01:00:00+00:00,45.76146666666667,45.70773333333333,44.6442,45.37113333333334,0.6301157600878692,0.013888032186864829
3651,2025-05-18 03:00:00+00:00,50.9543,51.09145,49.979683333333334,50.67514444444444,0.6061783140511768,0.011962044128275449
3667,2025-05-18 19:00:00+00:00,43.11335,42.8367,43.25805,43.06936666666667,0.21409076540881572,0.004970836164500888
3668,2025-05-18 20:00:00+00:00,42.60133333333333,42.27543333333333,41.95436666666667,42.27704444444445,0.3234863423758421,0.007651583657909911
3685,2025-05-19 13:00:00+00:00,32.4074,33.33898333333333,33.056583333333336,32.93432222222223,0.47767427312312083,0.014503844041484876
3690,2025-05-19 18:00:00+00:00,40.28581666666666,39.96175,40.33898333333333,40.19551666666667,0.20418573516395128,0.005079813673182073
3691,2025-05-19 19:00:00+00:00,39.8354,39.801950000000005,39.60511666666666,39.74748888888889,0.124427138801676,0.0031304402436466536
3692,2025-05-19 20:00:00+00:00,39.968916666666665,39.37835,39.1098,39.48568888888889,0.43950152393027786,0.011130653568360354
3710,2025-05-20 14:00:00+00:00,36.35808333333333,35.56361666666667,35.4128,35.778166666666664,0.5078522638961502,0.014194474206228666
3712,2025-05-20 16:00:00+00:00,39.074783333333336,38.13858333333334,38.318549999999995,38.510638888888884,0.49678085301863967,0.012899834106932233
3713,2025-05-20 17:00:00+00:00,39.321000000000005,39.02923333333333,39.77608333333333,39.37543888888889,0.376389326486011,0.009558987457844488
3714,2025-05-20 18:00:00+00:00,39.1627,38.97631666666667,38.42166666666667,38.85356111111111,0.385466334577474,0.009921003984039976
3751,2025-05-22 07:00:00+00:00,41.30815,40.6957,40.110866666666666,40.704905555555555,0.5986947483979277,0.014708171907703042
